14.3454349925	1101.48046382
14.4066151045	1101.58605464
14.4834564605	1101.71911128
14.5771196734	1101.88134273
14.6890552887	1102.07543453
14.8115480836	1102.28759273
14.957149354	1102.53978999
15.1165302661	1102.81530269
15.2847288515	1103.10668453
15.478456346	1103.44286617
15.683345642	1103.79821285
15.9065836311	1104.18578609
16.1490839414	1104.60607417
16.4032305148	1105.04625972
16.6763113406	1105.52013667
16.9428099055	1105.98339351
17.2292860427	1106.48034175
17.5343111419	1107.00841793
17.8568743131	1107.5677441
18.2100237287	1108.18139156
18.5628031173	1108.79247554
18.9568022148	1109.47362789
19.3445070665	1110.14647945
19.758046952	1110.86413082
20.1909960197	1111.61498531
20.6399935178	1112.39403804
21.117385713	1113.22436031
21.654325332	1114.16210445
22.241081089	1115.19433101
22.8266313961	1116.23009761
23.4663637531	1117.37133297
24.1045587931	1118.51269039
24.7777079009	1119.71972164
25.5075586736	1121.02831539
26.2486551665	1122.35595211
27.0016916677	1123.70495113
27.7588823754	1125.06286129
28.5351427486	1126.4550732
29.3082693497	1127.84032711
30.1715925664	1129.38463863
30.9382189243	1130.75719722
31.8290193958	1132.3601025
32.6720980121	1133.8847607
33.5446909406	1135.46435055
34.4936998808	1137.17785152
35.4561708884	1138.9114941
36.4452074476	1140.69091305
37.4608591524	1142.51830562
38.464319081	1144.32641109
39.5045183586	1146.20910152
40.579305504	1148.16161617
41.6570986205	1150.11107906
42.7198275041	1152.01952633
43.8144930313	1153.98559078
44.8963449923	1155.93786129
46.0765894374	1158.07421383
47.1624544609	1160.03881344
48.2696588983	1162.04040035
49.4657000027	1164.20409664
50.6775721047	1166.39989743
51.84499917	1168.51488766
53.0291765648	1170.65563473
54.2185381408	1172.80211911
55.431566095	1174.99364742
56.67785821	1177.24889645
57.8953569894	1179.4538525
59.182615139	1181.78515133
60.4449366087	1184.07213864
61.6794107918	1186.31127438
62.9537790771	1188.62670407
64.2082766072	1190.90832028
65.4640444267	1193.18798337
66.7263201236	1195.4736279
68.0329988945	1197.8375195
69.3701113256	1200.25805173
70.6302126427	1202.53954587
71.9935091503	1205.00512204
73.375535828	1207.5028027
74.7588442346	1210.00402341
76.0693911089	1212.37243161
77.3865450412	1214.75011716
78.6963518651	1217.12047849
80.0118120742	1219.50622067
81.3034227874	1221.84582028
82.633539063	1224.25268064
83.9255999121	1226.5928906
85.2103289205	1228.9222363
86.5381411146	1231.32677732
87.8375032957	1233.67711911
89.1582583001	1236.07104002
90.4742601961	1238.46422849
91.7022799097	1240.69982419
92.9331759054	1242.93737302
94.1425951568	1245.12877927
95.3869570314	1247.37755857
96.5979555693	1249.56444822
97.8082293122	1251.75451169
99.0935381494	1254.08776365
100.343042242	1256.35790525
101.567018376	1258.58129392
102.729974613	1260.68969236
103.867883548	1262.74645506
105.174943792	1265.10814939
106.397661076	1267.3239697
107.552507268	1269.42150388
108.718873841	1271.53856932
109.934945928	1273.74315916
111.079065187	1275.81505857
112.232828007	1277.90429197
113.407350405	1280.03380857
114.657716619	1282.30199705
115.790750373	1284.3572949
116.929635872	1286.42406736
118.034204348	1288.42785154
119.092958319	1290.34630858
120.128518926	1292.22069823
121.147905217	1294.06615721
122.086923472	1295.76708494
122.965074409	1297.35753905
123.825853219	1298.91466795
124.585275523	1300.29052244
125.326028696	1301.64330565
126.027536261	1302.94188963
126.663568366	1304.14049803
127.248552192	1305.26330077
127.762231699	1306.26720701
128.254403938	1307.24718748
128.703241222	1308.15880858
129.096963756	1308.97472655
129.419076791	1309.65539061
129.730798592	1310.32665526
129.976281988	1310.85998045
130.195947518	1311.33581053
130.37073695	1311.71435057
130.515344491	1312.02941405
130.626077523	1312.2722119
130.700250496	1312.43664061
130.756601204	1312.56298338
130.811151376	1312.68517576
130.857812756	1312.78942381
130.905618538	1312.89611326
130.950769297	1312.99682128
130.99405848	1313.09337889
131.053811896	1313.22765623
